sender,sender_type,sender_id,timestamp,meta,,aud,condition,duration,ended_on,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url,vis,id,age,sex,edu,occ,ela,pat,ill,prt,pcr,pab,,pre_stim
Stimulus,canvas.Screen,2_14_0_1,2022-07-04T16:09:13.606Z,,,1,AV,99,timeout,,,1057401.9,1057401136,1057302127,1057303.2999999998,1057318.81,1057417.81,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,A
Reaction,canvas.Screen,2_14_0_2,2022-07-04T16:09:13.773Z,,,1,AV,149.48999999975786,response,stim_detected,mousedown,1057568.7999999998,1057567.2999999998,1057401136,1057402.1,1057417.81,1057585064,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,A
Trial,flow.Sequence,2_14_0,2022-07-04T16:09:13.774Z,,,1,AV,2200.4029999997,completion,,,1057569.4,1057567.2999999998,1055350.22,1055363.6,1055366897,1057585064,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,A
Frame,canvas.Frame,2_14,2022-07-04T16:09:13.774Z,,,1,AV,2202.5029999997932,,,,1057569.7000000002,1057569.4,1055350.22,1055362.7000000002,1055366897,1057585064,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,A
Fixation,canvas.Screen,2_15_0_0,2022-07-04T16:09:15.842Z,,,1,AV,2068375,timeout,,,1059638,1059636759,1057568387,1057571,1057585064,1059653439,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,AV
Stimulus,canvas.Screen,2_15_0_1,2022-07-04T16:09:15.942Z,,,1,AV,99.79099999996834,timeout,,,1059738,1059736552,1059636759,1059638.2999999998,1059653439,1059753.23,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,AV
Reaction,canvas.Screen,2_15_0_2,2022-07-04T16:09:16.097Z,,,1,AV,138.1699999999255,response,stim_detected,mousedown,1059892.7999999998,1059891.4,1059736552,1059738.2000000002,1059753.23,1059903254,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,AV
Trial,flow.Sequence,2_15_0,2022-07-04T16:09:16.098Z,,,1,AV,2306.335999999894,completion,,,1059893.2000000002,1059891.4,1057568387,1057570.9,1057585064,1059903254,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,AV
Frame,canvas.Frame,2_15,2022-07-04T16:09:16.098Z,,,1,AV,2308.2359999998007,,,,1059893.5,1059893.2999999998,1057568387,1057569.7999999998,1057585064,1059903254,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,AV
Fixation,canvas.Screen,2_16_0_0,2022-07-04T16:09:17.994Z,,,1,A,1901.5719999999274,timeout,,,1061789.2000000002,1061788146,1059886577,1059894.7000000002,1059903254,1061804826,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,AV
Stimulus,canvas.Screen,2_16_0_1,2022-07-04T16:09:18.093Z,,,1,A,99.86100000003353,timeout,,,1061889.1,1061888009,1061788146,1061789.5,1061804826,1061904687,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,AV
Reaction,canvas.Screen,2_16_0_2,2022-07-04T16:09:18.387Z,,,1,A,276.6129999998957,response,stim_detected,mousedown,1062182.7000000002,1062181.2999999998,1061888009,1061889.2999999998,1061904687,1062188.14,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,AV
Trial,flow.Sequence,2_16_0,2022-07-04T16:09:18.387Z,,,1,A,2278.0459999998566,completion,,,1062183.2000000002,1062181.2999999998,1059886577,1059894.6,1059903254,1062188.14,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,AV
Frame,canvas.Frame,2_16,2022-07-04T16:09:18.388Z,,,1,A,2280.0459999998566,,,,1062183.4,1062183.2999999998,1059886577,1059893.7000000002,1059903254,1062188.14,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,AV
Fixation,canvas.Screen,2_17_0_0,2022-07-04T16:09:20.229Z,,,1,A,1851.9500000001863,timeout,,,1064024.2000000002,1064023406,1062171463,1062184.6,1062188.14,1064040.09,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,A
Stimulus,canvas.Screen,2_17_0_1,2022-07-04T16:09:20.329Z,,,1,A,99.30999999982305,timeout,,,1064124.2999999998,1064122723,1064023406,1064024.5,1064040.09,1064139.4,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,A
Reaction,canvas.Screen,2_17_0_2,2022-07-04T16:09:20.488Z,,,1,A,142.8000000002794,response,stim_detected,mousedown,1064283.7999999998,1064282.2000000002,1064122723,1064124.5,1064139.4,1064289552,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,A
Trial,flow.Sequence,2_17_0,2022-07-04T16:09:20.488Z,,,1,A,2094.0600000002887,completion,,,1064284.1,1064282.2000000002,1062171463,1062184.5,1062188.14,1064289552,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,A
Frame,canvas.Frame,2_17,2022-07-04T16:09:20.489Z,,,1,A,2096.159999999916,,,,1064284.5,1064284.2999999998,1062171463,1062183.6,1062188.14,1064289552,,black,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,A
Fixation,canvas.Screen,2_18_0_0,2022-07-04T16:09:22.247Z,,,1,AV,1768.1310000000522,timeout,,,1066042.2999999998,1066041003,1064272875,1064285.6,1064289552,1066057683,,grey,EL27SE03,22,f,1,0,Psychologie,0,0,0,0,0,,A
